"name","sex","start","stop","cyst","death"
"Adelalew","M",8.28736025553274,8.85968514715948,0,0
"Aiwa","F",4.45163130276067,12.145106091718,0,0
"Alexandra","F",4.80766598220397,11.5730093543235,0,0
"Alice","F",23.4032626055213,23.9835728952772,1,1
"Amelia","F",4,5.87816563997262,0,0
"Ani","F",4.33413187314625,14.2040839607575,0,0
"Ant","F",4,7.02532511978097,0,0
"Apie","F",4,6.88569472963724,0,0
"Apie","F",6.88569472963724,7.27720739219713,1,1
"Apple","F",17.9603011635866,18.9869952087611,1,1
"Arlene","F",21.8261464750171,23.9834588181611,0,1
"Autumn","F",4,5.28964179785535,0,0
"Avatar","F",4,4.25199634953228,0,0
"Avon","M",8.25450604608715,12.1341546885695,0,0
"Babe","F",4.16712297513119,6.4558521560575,0,1
"Baggins","M",4,7.29374857403605,0,0
"Barbara","F",7.17043121149897,17.0677618069815,0,0
"Beatrice","F",7.68514715947981,14.3984713666439,0,0
"Beatrice","F",14.3984713666439,16.2355692448095,1,1
"Bee","F",5.4180926306183,13.1225188227242,0,0
"Benzine","M",10.5161989504905,11.8494182067077,0,0
"Betty","F",17.4456992927219,21.9849418206708,0,1
"Beverly","F",5.33048140543007,11.0280629705681,0,0
"Bianca","F",4,5.36082591832078,0,0
"Biera","F",4,5.70579511749943,0,0
"Bimbi","F",4,8.63803331051791,0,0
"Birtha","F",14.6421400866986,18.3052703627652,0,0
"Birtha","F",18.3052703627652,21.9849418206708,1,1
"Bitsy","F",4,4.87873602555327,0,1
"Blarney","F",4,6.19564225416381,0,1
"Blomkvist","M",4,5.07871321013005,0,0
"Bombolino","F",4.58042436687201,8.70362765229295,0,0
"Boo","F",4.61875427789186,6.48870636550308,0,0
"Boo","F",6.48870636550308,6.77891854893908,1,1
"Bossy","F",4,5.2513118868355,0,0
"Botox","F",4.22450376454483,6.50228154232261,0,0
"Boytjie","M",4,8.08761122518823,0,0
"Brenda","F",10.9048596851472,15.9890485968515,0,0
"Brindle","F",4,10.0670773442847,0,0
"Bronte","F",4.65149441022131,9.11978097193703,0,0
"Bryonny","F",17.1006160164271,24,0,0
"Bubba","M",9.80150581793292,12.6325576089436,1,0
"Buffy","F",4,7.31017567875884,0,0
"Bumblebee","M",8.85432352270135,14.6859456992927,0,0
"Buna","F",7.17043121149897,17.0677618069815,0,0
"Byork","F",4,5.44569929272188,0,0
"Cake","F",4.61875427789186,8.9719370294319,0,1
"Cali","F",17.4758156513803,24,1,0
"Capricorn","F",4,10.0670773442847,0,0
"Carmen","F",8.92265571526352,18.8199863107461,0,0
"Cassie","F",4.60232717316906,13.3088067533653,0,0
"Cee","F",4.94182067077344,9.96303901437372,0,0
"Cee","F",9.96303901437372,11.0335386721424,1,1
"Celia","F",6.8993839835729,7.51254848277436,0,1
"Ceylon","F",4,10.5298882044262,0,0
"Chihuahua","F",4.26557152635181,6.38193018480493,0,1
"Chuxi","F",4,9.4128450832763,0,0
"Clover","F",4,6.84462696783025,0,0
"Clymax","M",4,5.82067077344285,0,0
"Coco","F",4.61864020077572,11.854893908282,0,0
"Colleen","F",16.7037417294091,21.9575633127995,0,1
"Contico","F",15.5757472051107,18.9869952087611,0,1
"Coo","F",4.61886835500799,8.70362765229295,0,0
"Coo","F",8.70362765229295,10.4285877253023,1,1
"Corona","F",11.4196897102441,21.3170203057267,0,0
"Cuervo","M",4,5.23762263289984,0,0
"Cynthia","F",4,5.9192334017796,0,0
"Daisy","F",4,6.18765685603468,0,0
"Dale","M",4,6.64487793748574,0,0
"Dante","M",4,4.01642710472279,0,0
"Dawn","F",4,8.6679215149441,0,1
"Debra","F",8.70647958019621,15.7564453570614,0,0
"Debra","F",15.7564453570614,18.6530914898471,1,0
"Decepticon","M",7.85500798539813,8.22450376454483,0,0
"Degu","M",8.28462240474561,8.32021446497833,0,1
"Delia","F",4.90896646132786,8.78850102669404,0,0
"Delia","F",8.78850102669404,9.78781656399726,1,0
"Delia","F",9.78781656399726,14.8555783709788,0,0
"Demon","M",8.29557380789414,9.04312114989733,0,0
"Dessie","F",4,12.911704312115,0,0
"Devil","M",9.45642254163815,16.9801505817933,0,0
"Diana","F",4,8.58875199634953,0,0
"Diego","M",8.9719370294319,11.791923340178,0,0
"Dikos","M",7.29101072324892,11.6413415468857,0,0
"Dill","M",4,5.15822496007301,0,0
"Dixy","F",4,6.94592744695414,0,0
"Django","M",9.98756559434178,11.5399269906457,0,0
"Djembe","M",4,4.93908281998631,0,0
"Djibouti","M",8.99383983572895,16.6049509468401,0,0
"Dolly","F",4,6.31086014145562,0,0
"Domino","M",4,7.0362765229295,0,0
"Don Juan","M",4,9.28142824549395,0,0
"Doodah","M",4,4.27116130504221,0,0
"Doppler","M",4,4.2273556924481,0,0
"Dotty","F",20.6544604152407,23.9835728952772,0,1
"Dubai","M",9.49486652977413,14.1548026465891,0,0
"Dude","M",4,5.41832078485056,0,1
"Dumbass","M",9.89733059548255,13.4182067077344,0,0
"Elias","M",4,8.55315993611682,0,0
"Elrond","M",8.29568788501027,8.6652977412731,0,0
"Erckel","M",8.29568788501027,9.46760209901894,0,0
"Eric","M",4,5.94387405886379,0,0
"Ernie","M",12.9965776865161,14.4477526808122,1,0
"Eros","M",8.98288843258042,9.12251882272416,0,0
"Fabio","M",8.29568788501027,9.72496007300935,0,0
"Fantine","F",11.4881359799224,15.9890485968515,0,0
"Farrah","F",14.4860825918321,18.9869952087611,0,0
"Faye","F",11.4881359799224,15.9890485968515,0,0
"Fema","F",5.18822724161533,5.58236367784622,0,0
"Fidget","F",4.73100616016427,6.08350444900753,0,0
"Fifa","F",17.9958932238193,20.8624229979466,0,0
"Fifa","F",20.8624229979466,21.9849418206708,1,0
"Flip","M",9.8563769107917,10.1026694045175,0,0
"Flo","F",22.3546657540497,23.9835728952772,0,1
"Flying Dutchman","M",4,4.03559206023272,0,0
"Francisco","M",8.99383983572895,13.634610997034,0,0
"Fred","M",8.1533196440794,9.23203285420944,0,0
"Fuji","M",8.29295003422314,10.5132329454711,0,0
"Gabon","M",10.4942961441935,12.577800593201,0,0
"Gabon","M",12.577800593201,14.0561259411362,1,0
"Gaia","F",4,8.17259867670545,0,0
"Gap","M",10.8966461327858,12.6405430070728,0,0
"Garth","M",9.49498060689026,10.0670773442847,0,0
"Gashaw","M",8.28188455395848,10.9103353867214,0,0
"Gavin","M",4,5.25678758840977,0,0
"George","M",8.99110198494182,9.34439881359799,0,0
"Ghost","F",4,7.43600273785079,0,0
"Ghost","F",7.43600273785079,8.17259867670545,1,0
"Ginger","F",14.4258498745152,15.6605065023956,0,0
"Ginger","F",15.6605065023956,18.9869952087611,1,1
"Gladys","F",9.62092174309833,19.5675336527493,0,0
"Glenda","F",4.61886835500799,13.426534337212,0,0
"Gob","M",4,5.6866301619895,0,0
"Gohnete","M",7.79192334017796,15.2335158567191,0,0
"Gonzo","M",4,4.73362993383527,0,0
"Gordo","M",8.34485512206252,8.3777093315081,0,0
"Grace","F",7.30196212639744,10.8473648186174,0,0
"Grace","F",10.8473648186174,13.5359342915811,1,1
"Greta","F",20.6791010723249,23.9835728952772,1,1
"Grub","M",4,6.14373716632443,0,0
"Gypsy","F",4.90622861054073,14.2614647501711,0,1
"Hadar","F",15.2962582705909,18.9869952087611,0,1
"Happy","F",4,4.99110198494182,1,1
"Harriet","F",12.1505817932923,13.0650239561944,0,0
"Harriet","F",13.0650239561944,18.9869952087611,1,0
"Hate","F",4,6.07802874743327,0,0
"Haunt","F",4,6.92128678986995,0,0
"Heksie","F",14.3352726443076,18.9869952087611,0,0
"Helen","F",12.1532055669633,14.0068446269678,0,0
"Helen","F",14.0068446269678,15.9890485968515,1,1
"Hershey","F",12.2983116586813,18.9869952087611,0,0
"Hester","F",12.1668948208989,18.9869952087611,0,0
"Hewhoshallnotbenamed","M",4,5.21571982660278,0,0
"Hhh","M",6.48596851471595,6.69142140086699,0,0
"Hickory","F",12.2983116586813,18.9869952087611,0,0
"Hillary","F",22.7598676705453,23.9835728952772,1,1
"Himanot","F",4.61886835500799,10.2039698836413,0,1
"Hippie","F",5.02943189596167,8.59970339949806,0,0
"Hon","F",12.2983116586813,14.0670773442847,0,0
"Hon","F",14.0670773442847,18.9869952087611,1,0
"Hoover","M",7.67681953000228,12.3859228838695,0,0
"Hope","F",11.1100844170659,12.9308692676249,0,0
"Hope","F",12.9308692676249,15.9890485968515,1,1
"Horatio","M",4,4.49018936801278,0,0
"Houdini","M",8.22712753821583,10.592630618298,0,0
"Hupu","F",4,9.40736938170203,0,0
"Huxley","M",7.4988592288387,9.43178188455396,0,1
"Igor","M",8.38329911019849,9.97125256673511,0,0
"Imposter","M",4.9555099247091,9.89733059548255,0,0
"Isaac","M",4,5.46486424823181,0,0
"Itchy","M",9.90280629705681,11.4387405886379,0,0
"Jack Sparrow","M",4,4.19723933378964,0,0
"Jason Bourne","M",4.16427104722793,7.98357289527721,0,0
"Jinka","F",6.94592744695414,14.6530914898471,0,0
"JLO","F",18.1764772986539,18.9869952087611,0,0
"JLO","F",18.9869952087611,20.1778462240475,1,1
"Johnny Depp","M",8.97467488021903,13.9247091033539,0,0
"Joker","M",4,6.09993155373032,0,0
"Jools","F",4.78028747433265,12.4874515172256,0,0
"Jubilee","F",13.3963039014374,13.5333105179101,0,0
"Jude","M",6.47775496235455,7.64966917636322,0,0
"Julian","M",6.47775496235455,6.61476157882729,0,0
"Kaleidescope","F",4,4.33960757472051,0,0
"Kara","F",18.2421857175451,19.9260780287474,0,1
"Keegle","F",8.09297284964636,14.8199863107461,0,0
"Ketchup","M",8.30378736025553,8.68708647045403,0,0
"Killer","M",4,8.76671229751312,0,0
"Kima","F",17.8480492813142,21.9849418206708,0,1
"Kinky","F",5.36059776408852,7.35101528633356,0,0
"Kinky","F",7.35101528633356,7.53718913985854,1,1
"Knuckles","M",10.8666438512434,10.9514031485284,0,0
"Knuckles","M",10.9514031485284,15.3429158110883,1,0
"Korada","M",8.99383983572895,12.437942048825,0,1
"Kylie","F",4,8.79397672826831,0,0
"Lada","F",10.9486652977413,15.5536162445813,0,0
"Lada","F",15.5536162445813,15.9890485968515,1,1
"Lamu","F",14.8447410449464,18.8583162217659,0,1
"Leatherface","M",8.24629249372576,10.2805156285649,0,0
"Leba","M",8.2958019621264,13.6399726214921,0,0
"Lee","F",4,9.73864932694501,0,0
"Lefty","F",23.0636550308008,23.9835728952772,1,1
"Lennon","M",8.29557380789414,10.0533880903491,0,0
"Lima","F",6.49429614419347,7.41421400866986,1,1
"Linzy","F",4,7.16769336071184,0,0
"Lippy","F",19.5319415925165,23.9835728952772,0,1
"Lisa","F",12.2736710015971,18.9869952087611,0,0
"Little","F",4,8.12867898699521,0,0
"Lolita","F",10.3626511521789,17.0759753593429,0,0
"Loo","F",4.40805384439881,10.3245493953913,0,0
"Lorna","F",12.0465434633812,18.9869952087611,0,0
"Luigi","M",14.9952087611225,15.1101984941821,0,0
"Luna","F",4,7.16769336071184,0,0
"Mabel","F",12.4272187999087,15.9890485968515,0,1
"Madeline","F",4,10.2342003194159,0,0
"Maitai","F",4,5.18834131873146,0,0
"Malawi","M",10.5791695185946,10.8993839835729,0,0
"Mambo","F",4,5.22393337896418,0,0
"Mary","F",8.38888888888889,18.3355007985398,1,0
"Matt","M",10.0971937029432,12.7721879990874,0,0
"Maude","F",23.6414556240018,23.9835728952772,1,1
"Maxine","F",13.2677389915583,15.9863107460643,0,1
"Maze","F",4,11.0280629705681,0,0
"Meena","F",8.03559206023272,17.9822039698836,0,0
"Mhetik","M",8.98551220625143,13.7440109514031,0,0
"Miagi","M",4,5.25678758840977,0,0
"Midge","F",4.32032854209446,13.1416837782341,0,0
"Mimi","F",7.34850558977869,17.2951174994296,0,0
"Moby Dick","M",8.98562628336756,10.2149212867899,0,0
"Moby Dick","M",10.2149212867899,14.0396988364134,1,0
"Moira","F",4,8.45733515856719,0,0
"Mojo","M",4,6.8911704312115,0,0
"Mola","M",10.4942961441935,12.7611225188227,0,0
"Monica","F",12.6079169518595,22.5545288615104,0,0
"Moo","F",4.35055897786904,13.1719142140087,0,0
"Mouse","F",4,11.0280629705681,0,0
"MrTambourine Man","M",8.29557380789414,8.43794204882501,0,0
"Mulu","M",8.80219028062971,10.8254620123203,0,0
"Mummy","M",7.37291809263062,8.54471822952316,0,0
"Munchkin","F",4,6.89664613278576,0,0
"Muppet","F",4,9.85352498288843,0,0
"Muppet","F",9.85352498288843,11.1757928359571,1,1
"Nadia","F",5.91101984941821,10.3163358430299,0,0
"Nafta","M",10.1793292265572,11.3756559434177,0,0
"Nancy","F",12.536732831394,12.9911019849418,1,1
"Nardos","F",7.51003878621948,16.3177047684235,0,0
"Naughty","F",4,7.52920374172941,0,0
"Nech","M",12.9911019849418,13.3797627195984,0,0
"Nikon","M",9.83709787816564,14.6886835500799,0,0
"Nima","F",13.990417522245,15.9890485968515,0,1
"Noggin","F",4.25188227241615,10.568218115446,0,0
"Noha","M",8,12.7092174309833,0,0
"Nokia","F",10.4997718457677,12.9911019849418,0,1
"Nubbin","M",4,4.42699064567648,0,0
"Nyala","M",10.0205338809035,10.3408624229979,0,0
"Nymphadora","F",4.61864020077572,9.02121834360027,0,0
"Oasis","M",4,4.27663700661647,0,0
"Oberon","M",8.99372575861282,9.76865160848734,0,0
"Ochre","F",4.03011635865845,6.54608715491672,0,0
"Okidoki","F",17.8835272644308,19.381131644992,0,0
"Okidoki","F",19.381131644992,20.4844855122063,1,0
"Olay","M",7.97262149212868,8.61316449920146,0,0
"Omar","M",4,5.18012776637007,0,0
"Omily","F",5.54426192105864,8.06023271731691,0,0
"Opal","F",4,4.74743326488706,0,0
"Optimus Prime","M",8.85706137348848,10.8993839835729,0,0
"Oregon","M",4,8.01095140314853,0,0
"Orion","M",8.99383983572895,11.4769564225416,0,1
"Oscar","M",8.290212183436,10.90212183436,0,0
"Oshkosh","F",17.968514715948,20.4844855122063,0,0
"OTangle","M",8.61065480264659,11.6962126397445,0,0
"Oupa","M",7.92881587953457,10.984257357974,0,0
"Partial","F",12.5886379192334,12.9911019849418,0,1
"Pea","F",4.60232717316906,6.50513347022587,0,0
"Penelope","F",13.7578142824549,15.9890485968515,0,0
"Peri","F",10.7598676705453,12.9911019849418,0,0
"Phoenix","M",9.39618982432124,12.0684462696783,0,0
"Pia","F",13.7578142824549,15.9890485968515,0,0
"Pip","M",4,5.15548710928588,0,0
"Pita","F",11.0417522245038,12.9911019849418,0,0
"Proxy","F",11.9123887748118,12.9911019849418,0,0
"Putty","F",5.76876568560347,7.76465890942277,0,0
"Putty","F",7.76465890942277,7.87953456536619,1,0
"Qaria","M",4,5.24036048368697,0,0
"Qhorin","M",12.5065023956194,14.6996349532284,0,0
"Qtip","F",9.784964636094,11.9835728952772,1,0
"Quasi","M",8.99383983572895,9.02395619438741,0,0
"Quasi","M",9.02395619438741,9.54962354551677,1,0
"Quinn","M",9.37177732146931,12.5504220853297,0,0
"Rasta","F",4.3750855578371,5.89196897102441,0,0
"RazAlGhul","M",8.02178872918093,9.19906456764773,0,0
"Red","F",4.64054300707278,6.1574264202601,0,0
"Rhino","M",7.23876340406115,8.13951631302761,0,0
"Rhino","M",8.13951631302761,11.7672826830938,1,0
"Rhonda","F",9.63734884782113,12.9911019849418,0,1
"Ricki","F",4.90634268765686,11.8303673283139,0,0
"Rikola","F",4.04654346338125,5.56342687656856,0,0
"Rita","F",18.0588637919233,24,0,0
"Robin","M",10.0971937029432,11.8028747433265,0,0
"Romulus","M",8.29557380789414,9.95208761122519,0,0
"Roo","F",4.74469541409993,10.5079853981291,0,0
"Roxanne","F",4,8.12867898699521,0,0
"Royal","M",8.06023271731691,10.2586128222679,0,0
"Roz","F",12.062970568104,18.9869952087611,0,0
"Ruby","F",12.062970568104,18.9869952087611,0,0
"Rufio","M",6.49418206707734,6.57357973990417,0,0
"Rwanda","M",9.99315537303217,14.7952315765457,0,0
"Saat","M",8.99383983572895,11.0773442847365,0,0
"Saat","M",11.0773442847365,13.5303445128907,1,0
"Sassy","F",5.99863107460643,6.61179557380789,0,0
"Sawyer","M",9.17442391056354,16.1915354779831,0,1
"Sean","M",4,8.17259867670545,0,0
"Sega","M",8.98288843258042,11.3567191421401,0,0
"Setey","M",11.9917864476386,13.4210586356377,0,0
"Seymore","M",4,6.72427561031257,0,0
"Shimelis","M",8.2958019621264,10.5735797399042,0,0
"Shmikos","M",8.29557380789414,8.92813141683778,0,0
"Sienna","F",8,8.61316449920146,0,0
"Skyler","M",4.00273785078713,5.80971937029432,0,0
"Sol","M",8.27093315080995,10.9952087611225,0,0
"Sony","M",10.1026694045175,14.754391968971,0,0
"Sookie","F",9.99863107460643,10.6117955738079,0,0
"Spam","M",8.53388090349076,9.01574264202601,0,0
"Spot","M",8.86516084873374,14.9923568332193,0,0
"Sudan","M",10.4942961441935,12.577800593201,0,0
"Sudan","M",12.577800593201,12.6708875199635,1,0
"Sugar","F",7.00068446269678,7.33458818161077,0,0
"Sugar","F",7.33458818161077,7.61384896189824,1,0
"Sunshine","F",8.99931553730322,9.61248003650468,0,0
"Sweetpea","F",8.99931553730322,9.61248003650468,0,0
"Taffy","F",4.49292721879991,10.3574036048369,0,0
"Tail","F",23.0772302076204,24,0,0
"Talisman","M",4,10.1492128678987,0,0
"Tangle","M",4,8.43817020305727,0,0
"Tao","M",8.2299794661191,8.78313940223591,0,0
"Tariku","M",8.99383983572895,11.1894820898928,0,0
"Tariku","M",11.1894820898928,13.6754506046087,1,1
"Tater","F",4,8.61613050422085,0,0
"Taurus","M",4,5.50844170659366,0,0
"Tea","F",4.86516084873374,13.5606890257814,0,0
"Tecate","M",4,8.31496691763632,0,0
"Tef","F",11.5728952772074,12.9801505817933,0,1
"Tempest","M",4,4.43817020305727,0,0
"Tequila","M",10.031485284052,12.6488706365503,0,0
"Tess","F",4,9.68936801277664,0,0
"Thandi","F",4,6.81165868126854,0,1
"Theo","M",4,6.75701574264203,0,0
"Thumper","F",4,6.39025781428245,0,0
"Tickle","F",4,4.78587725302304,0,0
"Tigabu","M",8.90634268765686,9.22655715263518,0,0
"Tiny","F",12.8240930869268,18.9869952087611,0,1
"Tipi","F",4,8.52304357745836,0,0
"Toadkiller Dog","M",4,4.01642710472279,0,0
"Top","F",4,12.2355692448095,0,0
"Toronto","M",4,6.11635865845311,0,0
"Trapezoid","F",12.72553045859,12.9911019849418,0,1
"Tripod","F",14.0205338809035,15.9890485968515,0,0
"Trudy","F",16.8569472963723,24,0,0
"Tubby","F",12.7008898015058,15.5073009354324,0,0
"Tubby","F",15.5073009354324,15.895961670089,1,1
"Tuk Tuk","F",4,7.90953684690851,0,1
"Turbo","M",9.30880675336527,9.3964179785535,0,0
"Turbo","M",9.3964179785535,9.53593429158111,1,0
"Twiggy","F",4,5.11430527036276,0,0
"Two","M",13.990417522245,16.4297284964636,0,1
"Tyson","M",10.0068446269678,11.2525667351129,0,1
"Tywin","M",14.0342231348392,14.4532283823865,0,0
"Uggs","M",8.29009810631987,8.29557380789414,0,0
"Valerie","F",7.9233401779603,14.8199863107461,0,0
"Vampire","F",7.17043121149897,14.0670773442847,0,0
"Veronica","F",14.4833447410449,15.9890485968515,0,1
"Vespa","F",14.795459730778,18.9869952087611,0,1
"Vex","M",4,8.0684462696783,0,0
"Vienna","F",4.31200091261693,8.79397672826831,0,0
"Viktor","M",4,4.3010495094684,0,1
"Violet","F",5.18263746292494,10.861054072553,0,0
"Viper","M",4,4.25199634953228,0,0
"Viper","M",4.25199634953228,6.34097650011408,1,1
"Virga","F",4,4.13141683778234,0,0
"Vivien","F",5.18263746292494,10.861054072553,0,0
"Vixen","F",4,8.0684462696783,0,0
"Vodka","M",7.53445128907141,12.7583846680356,0,0
"Vye","F",10.0013689253936,16.8980150581793,0,0
"Wafer","F",5.08145106091718,7.47421857175451,0,0
"Waggle-dance","M",4,5.24036048368697,0,0
"Waka Waka","M",8.98836413415469,10.4258498745152,0,0
"Walter","M",9.05395847592973,11.4769564225416,0,1
"Wanda","F",13.5962810860141,15.9890485968515,0,0
"Wayne","M",8.29557380789414,12.4434177503993,0,0
"Webay","M",8.02726443075519,11.7535934291581,0,0
"Webay","M",11.7535934291581,12.7912388774812,1,1
"Weevil","F",4.96646132785763,7.35922883869496,0,0
"Wendy","F",10.5983344741045,12.9911019849418,0,0
"Whale","M",10.9514031485284,13.1798996121378,0,0
"Wilma","F",13.5962810860141,15.9890485968515,0,0
"Woo","F",11.0088980150582,12.9911019849418,0,0
"Wudu","F",11.0143737166324,12.9911019849418,0,0
"Xavier","M",4,6.96235455167693,0,0
"Yahoo","M",8.98836413415469,11.4498060689026,0,0
"Yellowman","M",7.39219712525667,12.2381930184805,0,0
"Yellowman","M",12.2381930184805,17.1362080766598,1,0
"Yideg","M",8.65719826602783,9.01848049281314,0,0
"Yideg","M",9.01848049281314,10.5216746520648,1,0
"Yoshi","M",8.28736025553274,9.79876796714579,0,0
"Zaire","M",4,6.40942276979238,0,0
"Zamboni","F",15.8466803559206,24,0,0
"Zappa","M",7.79466119096509,15.479922427561,0,0
"Zara","F",5.65628564909879,10.1492128678987,0,0
"Zaybar","F",18.179215149441,19.6768195300023,0,1
"Zebra","F",4.52851927903263,8.48471366643851,0,0
"Zee","F",4,11.5292037417294,0,0
"Zelda","F",11.2415012548483,12.9911019849418,1,1
"Zen","M",4,6.72153775952544,0,0
"Zerbert","F",4,5.19381702030573,0,0
"Zetena","M",7.88512434405658,13.7496007300935,0,0
"Zeus","M",7.88512434405658,15.4715947980835,0,0
"Zeus","M",15.4715947980835,17.7057951174994,1,0
"Zilch","M",4,4.92003194159252,0,0
"Zimbaba","F",18.8446269678303,24,0,0
"Zion","F",10.2750399269906,18.9815195071869,0,0
"Zipadee","F",4.42972849646361,11.0691307323751,0,0
"Zipadee","F",11.0691307323751,11.3838694957791,1,1
"Zirzir","M",4,6.10814510609172,0,0
"Zoe","F",4,6.23146246862879,0,0
"Zoo","F",6.04506046087155,14.7515400410678,0,0
"Zorro","M",4,8.7393337896418,0,0
"Zoudu","M",4,6.2232489162674,0,0
